kind,group,vnc_scale,combo,mn_active,ball_speed,lf_A,lf_A_hz,lf_imposed_hz,lf_reflex,lf_CTr_r,lf_FTi_r,lm_A,lm_A_hz,lm_imposed_hz,lm_reflex,lm_CTr_r,lm_FTi_r,lh_A,lh_A_hz,lh_imposed_hz,lh_reflex,lh_CTr_r,lh_FTi_r,rf_A,rf_A_hz,rf_imposed_hz,rf_reflex,rf_CTr_r,rf_FTi_r,rm_A,rm_A_hz,rm_imposed_hz,rm_reflex,rm_CTr_r,rm_FTi_r,rh_A,rh_A_hz,rh_imposed_hz,rh_reflex,rh_CTr_r,rh_FTi_r
control_h5,G3_top20_drive,1.0,00,391.0,0.005909515696029819,False,,11.5,False,-0.11431637953304338,0.032765107063306334,False,,11.0,False,0.12734088285136907,0.06951732535179685,False,,11.0,False,0.19767638675056598,0.17838259359574732,False,,11.5,False,0.03491128328267721,0.07942886442966675,False,,10.5,False,0.03155690135288257,0.12330148638962653,False,,10.5,False,0.1322717479018792,0.11395040643479008
control_h5,none,1.0,00,391.0,0.005909515696029819,False,,11.5,False,-0.041450491293849014,0.016807784362024087,False,,11.0,False,-0.03517368799538016,-0.02042344477531056,False,,11.0,False,-0.014888397228001454,-0.001111957045464057,False,,11.5,False,-0.039821650073194964,-0.01868368183500032,False,,10.5,False,0.019757689454671514,0.004668654717888332,False,,10.5,False,-0.02354598928889068,0.013212808556498392
