conn,rate,cond,seed,total_spikes,frac_active,DNp09_left,DNp09_right,MDN_left,MDN_right,DNa01_left,DNa01_right,DNa02_left,DNa02_right
emb2,r20,sim,1008,2827,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r20,sim,1009,2759,0.0011685023694631381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1000,7118,0.001889800128391001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1001,7378,0.001969142881873066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1002,7227,0.0019402909715159516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1003,7213,0.0019475039491052301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1004,7434,0.0019258650163373942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1005,7029,0.0018320963076767722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1006,7232,0.001990781814640902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1007,7032,0.001875374173212444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1008,7207,0.001889800128391001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r50,sim,1009,7298,0.0019475039491052301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1000,15710,0.002755357439104437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1001,15736,0.0026976536183902075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1002,15593,0.0026976536183902075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1003,15499,0.0027048665959794865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1004,15803,0.0027192925511580436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1005,15388,0.0027769963718722725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1006,15590,0.0027625704166937153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1007,15426,0.0027337185063366007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1008,15573,0.002726505528747322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,r100,sim,1009,15836,0.002712079573568765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1000,4500,0.0015724291144627413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1001,4682,0.0016734108007126422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1002,4626,0.0016517718679448063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1003,4594,0.0016445588903555278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1004,4719,0.0016661978231233636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1005,4528,0.0016229199575876919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1006,4642,0.0017022627110697566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1007,4502,0.0016012810248198558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1008,4741,0.0017239016438375925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb2,vin5,sim,1009,4714,0.0017239016438375925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,none,control,1009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1000,2652,0.0011612893918738593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1001,2730,0.0011540764142845808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1002,2696,0.0011540764142845808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1003,2715,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1004,2774,0.0011612893918738593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1005,2682,0.0011612893918738593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1006,2777,0.0011685023694631381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1007,2664,0.0011540764142845808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1008,2827,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r20,sim,1009,2757,0.0011540764142845808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1000,7109,0.0018465222628553293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1001,7356,0.0019475039491052301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1002,7211,0.0019042260835695584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1003,7208,0.0018970131059802798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1004,7428,0.0019042260835695584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1005,7023,0.0018393092852660507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1006,7219,0.0019330779939266728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1007,7021,0.001875374173212444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1008,7187,0.0018681611956231651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r50,sim,1009,7285,0.0019619299042837875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1000,15701,0.0027481444615151582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1001,15724,0.0027769963718722725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1002,15626,0.0027409314839258792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1003,15475,0.002726505528747322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1004,15815,0.0027048665959794865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1005,15379,0.0026976536183902075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1006,15581,0.0028130612598186657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1007,15400,0.002676014685622372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1008,15571,0.0026832276632116504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,r100,sim,1009,15840,0.0027481444615151582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1000,4492,0.0015652161368734628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1001,4671,0.0016445588903555278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1002,4612,0.0016229199575876919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1003,4591,0.0016012810248198558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1004,4710,0.001637345912766249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1005,4519,0.0015868550696412987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1006,4632,0.0016517718679448063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1007,4500,0.0015868550696412987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1008,4727,0.0016878367558911995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb3,vin5,sim,1009,4698,0.001716688666248314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1006,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1007,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1008,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,none,control,1009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1000,2655,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1001,2734,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1002,2696,0.0011540764142845808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1003,2717,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1004,2775,0.0011685023694631381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1005,2681,0.0011612893918738593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1006,2778,0.0011829283246416954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1007,2664,0.0011540764142845808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1008,2828,0.001190141302230974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r20,sim,1009,2781,0.001305548943659432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1000,7160,0.0019186520387481157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1001,7419,0.0020556986129444095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1002,7266,0.001990781814640902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1003,7258,0.001983568837051623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1004,7478,0.0019763558594623446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1005,7049,0.0018609482180338866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1006,7282,0.0020556986129444095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1007,7072,0.0019763558594623446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1008,7245,0.0019619299042837875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r50,sim,1009,7336,0.00210618945606936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1000,16036,0.003043876542675582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1001,15957,0.002978959744372074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1002,15957,0.0030943673858005324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1003,15848,0.003058302497854139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1004,16151,0.0030799414306219752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1005,15687,0.0030799414306219752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1006,15963,0.0031448582289254827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1007,15733,0.003043876542675582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1008,15875,0.0030366635650863035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,r100,sim,1009,16280,0.003195349072050433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1000,4522,0.0016084940024091345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1001,4701,0.0017022627110697566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1002,4641,0.0017094756886590354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1003,4617,0.0016734108007126422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1004,4736,0.0016878367558911995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1005,4538,0.0016517718679448063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1006,4655,0.001716688666248314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1007,4521,0.0016445588903555278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1008,4759,0.0017816054645518216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emb4,vin5,sim,1009,4733,0.001853735240444608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
